Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6387fbeef323db95009d973d,5ffb6a7ad424e65d160a44ea,AWAITING REVIEW,2022-12-01T00:57:57.942000Z,2022-12-01T00:59:06.968000Z,,2022-12-01T00:59:07.332919Z,70,NOCODESHOWN,698,Graduate degree (MA/MSc/MPhil/other),31,Female,Asian,Vietnam,United States,United States,English,Yes,Other
6387fbf2fc03dfe451529884,63336348c3ae085755192b6a,AWAITING REVIEW,2022-12-01T00:57:26.577000Z,2022-12-01T01:10:40.522000Z,,2022-12-01T01:10:40.919940Z,794,NOCODE,122,Doctorate degree (PhD/other),58,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED
6387fc0d0c37cc566d7fa0bb,5f1dea279f4818757f07f087,APPROVED,2022-12-01T00:57:53.423000Z,2022-12-01T00:58:50.247000Z,2022-12-01T00:58:50.633000,2022-12-01T00:58:50.569057Z,57,C109FFJY,3207,Graduate degree (MA/MSc/MPhil/other),59,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6387fce4ac33b09b718ca2bf,5df1822669a11709f1421d2e,AWAITING REVIEW,2022-12-01T01:01:27.648000Z,2022-12-01T01:02:06.970000Z,,2022-12-01T01:02:07.364543Z,40,5df1822669a11709f1421d2e,1993,Graduate degree (MA/MSc/MPhil/other),64,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6387fcf425496186bd79dcd7,60de6eaecf5d59c0e0670050,APPROVED,2022-12-01T01:01:40.906000Z,2022-12-01T01:02:32.060000Z,2022-12-01T01:02:32.474000,2022-12-01T01:02:32.407884Z,52,C109FFJY,1324,Doctorate degree (PhD/other),38,Male,Asian,China,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
6387fcf50cd7c9ffe4ec7296,60fccda5792c49c693dfcd19,APPROVED,2022-12-01T01:01:45.130000Z,2022-12-01T01:02:04.342000Z,2022-12-01T01:02:05.116000,2022-12-01T01:02:05.055187Z,20,C109FFJY,27,Graduate degree (MA/MSc/MPhil/other),42,Female,White,United States,United States,United States,English,No,Full-Time
6387fd7a22e20e9b3dbeca97,5a18805f087f2e0001eaf737,AWAITING REVIEW,2022-12-01T01:03:57.539000Z,2022-12-01T01:04:23.100000Z,,2022-12-01T01:04:23.532025Z,26,NOCODE,4303,Graduate degree (MA/MSc/MPhil/other),41,Female,White,United States,United States,United States,English,No,Full-Time
6387fdba301e8173aacd84fc,637e447c16e05f6828930612,AWAITING REVIEW,2022-12-01T01:05:03.074000Z,2022-12-01T01:06:17.836000Z,,2022-12-01T01:06:18.181897Z,75,NOCODE,50,Doctorate degree (PhD/other),67,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6387fe30a465e794b2eb1ca2,5bd8fabf544d4f000141d94d,APPROVED,2022-12-01T01:07:25.762000Z,2022-12-01T01:08:08.381000Z,2022-12-01T01:08:08.762000,2022-12-01T01:08:08.707448Z,43,C109FFJY,4100,Graduate degree (MA/MSc/MPhil/other),72,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6387fe35a62123df67f26949,631e8e47fd494b9c8ccc6f2f,AWAITING REVIEW,2022-12-01T01:07:10.593000Z,2022-12-01T01:07:56.332000Z,,2022-12-01T01:07:56.700542Z,46,NOCODE,490,Doctorate degree (PhD/other),39,Male,White,United States,United States,United States,English,No,Full-Time
6387fe380cd7c9ffe4ec72a0,60cff3ba91773f75c9504567,APPROVED,2022-12-01T01:07:06.930000Z,2022-12-01T01:08:06.519000Z,2022-12-01T01:08:06.956000,2022-12-01T01:08:06.888696Z,60,C109FFJY,2019,Graduate degree (MA/MSc/MPhil/other),33,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6387fe64f382ddf9144b6c2c,6294ea877522945ad8df1578,AWAITING REVIEW,2022-12-01T01:07:51.617000Z,2022-12-01T01:08:24.517000Z,,2022-12-01T01:08:24.854274Z,33,NOCODE,638,Graduate degree (MA/MSc/MPhil/other),44,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6387fe70fb16902dad264a44,5dddd93ce2dcbdd58abe31f2,APPROVED,2022-12-01T01:08:05.154000Z,2022-12-01T01:08:36.241000Z,2022-12-01T01:08:36.724000,2022-12-01T01:08:36.632840Z,32,C109FFJY,1229,Graduate degree (MA/MSc/MPhil/other),73,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6387fe8d9e63199029ab81f2,610cb2e82784ac6af6469fc5,APPROVED,2022-12-01T01:08:32.237000Z,2022-12-01T01:09:01.657000Z,2022-12-01T01:09:02.253000,2022-12-01T01:09:02.171883Z,30,C109FFJY,1781,Graduate degree (MA/MSc/MPhil/other),29,Female,White,United States,United States,United States,English,No,Full-Time
6387fea0df2ce379289f92f2,5e9a85295bb4c912892ff75f,APPROVED,2022-12-01T01:08:51.650000Z,2022-12-01T01:09:21.126000Z,2022-12-01T01:09:21.634000,2022-12-01T01:09:21.575975Z,30,C109FFJY,2684,Graduate degree (MA/MSc/MPhil/other),34,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6387ff05c71726245bb6bb50,5e8804c63ac81448c5ab0fa5,APPROVED,2022-12-01T01:10:32.820000Z,2022-12-01T01:11:00.631000Z,2022-12-01T01:11:01.200000,2022-12-01T01:11:01.135013Z,28,C109FFJY,2641,Graduate degree (MA/MSc/MPhil/other),74,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6387ff23c38de019d07c10e6,5be10ec03e09dc00010e8ccc,APPROVED,2022-12-01T01:11:02.174000Z,2022-12-01T01:11:41.984000Z,2022-12-01T01:11:42.480000,2022-12-01T01:11:42.408427Z,40,C109FFJY,2648,Doctorate degree (PhD/other),33,Male,White,United States,United States,United States,English,No,Full-Time
6387ff77df2ce379289f92ff,5dd4070a57a7e13efe25534a,APPROVED,2022-12-01T01:12:25.951000Z,2022-12-01T01:13:21.473000Z,2022-12-01T01:13:21.879000,2022-12-01T01:13:21.817544Z,56,C109FFJY,3699,Graduate degree (MA/MSc/MPhil/other),59,Female,White,United States,United States,United States,English,No,Part-Time
6387ffdca499b846674b6c3c,5bc3949e35ed640001e277ba,AWAITING REVIEW,2022-12-01T01:14:06.916000Z,2022-12-01T01:14:45.440000Z,,2022-12-01T01:14:45.821003Z,39,NOCODE,768,Graduate degree (MA/MSc/MPhil/other),41,Female,White,United States,United States,United States,English,No,Full-Time
63880001cdc686fcf7b6baf9,604fe822b095421e07e3f93e,APPROVED,2022-12-01T01:14:44.148000Z,2022-12-01T01:15:06.354000Z,2022-12-01T01:15:06.785000,2022-12-01T01:15:06.722034Z,23,C109FFJY,1432,Graduate degree (MA/MSc/MPhil/other),30,Male,White,United States,United States,United States,English,No,Full-Time
6388000248557babf1d3330f,5ea7b13e8ac6491a2050e619,APPROVED,2022-12-01T01:14:42.292000Z,2022-12-01T01:15:15.929000Z,2022-12-01T01:15:16.569000,2022-12-01T01:15:16.485145Z,34,C109FFJY,3094,Graduate degree (MA/MSc/MPhil/other),69,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63880010af91a2a2cfec72ce,5e373f33a42bce6daa55ea65,AWAITING REVIEW,2022-12-01T01:15:00.216000Z,2022-12-01T01:15:50.902000Z,,2022-12-01T01:15:51.275737Z,51,NOCODE,2716,Graduate degree (MA/MSc/MPhil/other),68,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63880010bdb446068d938e25,5f6f738fef894f0dbf9839f8,APPROVED,2022-12-01T01:14:56.200000Z,2022-12-01T01:19:01.194000Z,2022-12-01T01:19:01.650000,2022-12-01T01:19:01.589345Z,245,C109FFJY,2686,Graduate degree (MA/MSc/MPhil/other),32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6388003150b4881d238ca2f3,62a359b56170fed072330987,APPROVED,2022-12-01T01:15:31.105000Z,2022-12-01T01:16:03.808000Z,2022-12-01T01:16:09.332000,2022-12-01T01:16:04.239494Z,33,C109FFJY,816,Graduate degree (MA/MSc/MPhil/other),33,Male,White,United States,United States,United States,English,No,Full-Time
6388004a228020bdb036c19f,63179ee78e1aa91bf9e14eec,APPROVED,2022-12-01T01:15:57.731000Z,2022-12-01T01:16:47.326000Z,2022-12-01T01:16:47.741000,2022-12-01T01:16:47.678900Z,50,C109FFJY,397,Graduate degree (MA/MSc/MPhil/other),36,Male,White,United States,United States,United States,English,No,Full-Time
6388007f22dfc717b27fa107,60d53f65d1f77cc84247be14,APPROVED,2022-12-01T01:16:49.388000Z,2022-12-01T01:17:48.729000Z,2022-12-01T01:17:49.113000,2022-12-01T01:17:49.056864Z,60,C109FFJY,1798,Graduate degree (MA/MSc/MPhil/other),39,Male,White,United States,United States,United States,English,No,Full-Time
638800d58e47252853240bd6,62fba94eb9fa739bef4eae5f,AWAITING REVIEW,2022-12-01T01:18:16.661000Z,2022-12-01T01:18:47.557000Z,,2022-12-01T01:18:48.008264Z,31,NOCODE,519,Graduate degree (MA/MSc/MPhil/other),29,Male,Black,United States,United States,United States,English,Yes,Full-Time
638800dc99b670c3a49fcd53,614f3f044ab295ed97809caa,APPROVED,2022-12-01T01:18:24.604000Z,2022-12-01T01:19:22.195000Z,2022-12-01T01:19:22.646000,2022-12-01T01:19:22.568361Z,58,C109FFJY,1789,Graduate degree (MA/MSc/MPhil/other),40,Male,Asian,India,United States,United States,English,No,Full-Time
638800f20d3fbdd01879dd1d,6384c52de6950f866e158fbe,AWAITING REVIEW,2022-12-01T01:18:45.742000Z,2022-12-01T01:20:00.078000Z,,2022-12-01T01:20:00.451550Z,75,NOCODE,16,Graduate degree (MA/MSc/MPhil/other),67,Female,White,United States,United States,United States,English,No,Full-Time
638801178b3abdb6ba196f08,611bef869f91f800ad3b193e,APPROVED,2022-12-01T01:19:23.670000Z,2022-12-01T01:20:19.050000Z,2022-12-01T01:20:19.478000,2022-12-01T01:20:19.421391Z,56,C109FFJY,2407,Graduate degree (MA/MSc/MPhil/other),72,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6388011960a4911db8affe65,6328817c90a7f703ded34c91,AWAITING REVIEW,2022-12-01T01:19:23.664000Z,2022-12-01T01:20:34.305000Z,,2022-12-01T01:20:34.709064Z,71,NOCODE,404,Graduate degree (MA/MSc/MPhil/other),29,Prefer not to say,White,United States,United States,United States,English,No,Full-Time
6388012c2a20d87ac7f0cb10,633f46f05bc4c6198322424a,APPROVED,2022-12-01T01:19:43.548000Z,2022-12-01T01:20:22.129000Z,2022-12-01T01:20:22.621000,2022-12-01T01:20:22.554452Z,39,C109FFJY,344,Graduate degree (MA/MSc/MPhil/other),34,Male,Asian,China,United States,United States,English,No,Full-Time
6388015df40ca4862aaffe87,630981b0f861918e8174a43e,APPROVED,2022-12-01T01:20:32.459000Z,2022-12-01T01:21:08.544000Z,2022-12-01T01:21:09.059000,2022-12-01T01:21:08.980005Z,37,C109FFJY,622,Doctorate degree (PhD/other),40,Male,White,United States,United States,United States,English,No,Full-Time
63880183079fb42f1ab33db2,6010b744db280e455a5250bd,APPROVED,2022-12-01T01:21:14.094000Z,2022-12-01T01:21:51.385000Z,2022-12-01T01:21:51.822000,2022-12-01T01:21:51.765729Z,38,C109FFJY,2548,Graduate degree (MA/MSc/MPhil/other),56,Female,White,United States,United States,United States,English,No,Full-Time
63880193e28b6095c9beca5e,5e40940007d0442d8b9f5c28,APPROVED,2022-12-01T01:21:26.300000Z,2022-12-01T01:21:50.188000Z,2022-12-01T01:21:50.687000,2022-12-01T01:21:50.628454Z,24,C109FFJY,1254,Graduate degree (MA/MSc/MPhil/other),34,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
63880197ef8bfe7706c227d7,5ba85b52ce805400013f3955,APPROVED,2022-12-01T01:21:30.155000Z,2022-12-01T01:21:53.122000Z,2022-12-01T01:21:53.615000,2022-12-01T01:21:53.548213Z,23,C109FFJY,1584,Graduate degree (MA/MSc/MPhil/other),33,Male,Mixed,United States,United States,United States,English,No,Full-Time
638801a5840cbc0c8108ce0a,5f524e7407f3574c7f05fa45,APPROVED,2022-12-01T01:21:44.122000Z,2022-12-01T01:22:41.384000Z,2022-12-01T01:22:41.854000,2022-12-01T01:22:41.785456Z,58,C109FFJY,2787,Graduate degree (MA/MSc/MPhil/other),33,Male,Asian,Bangladesh,United States,United States,Bengali,No,Full-Time
638801aae49bb3c6c4ec7282,5eee3a583a975d29fd3e6f38,APPROVED,2022-12-01T01:21:50.304000Z,2022-12-01T01:22:32.409000Z,2022-12-01T01:22:32.851000,2022-12-01T01:22:32.791254Z,43,C109FFJY,1202,Graduate degree (MA/MSc/MPhil/other),27,Female,Asian,United States,United States,United States,Chinese,No,Full-Time
638801b7aec6fd18c7d13a76,62e5ed723490aa324bc05d84,AWAITING REVIEW,2022-12-01T01:22:02.604000Z,2022-12-01T01:22:58.619000Z,,2022-12-01T01:22:59.027170Z,57,NOCODE,745,Graduate degree (MA/MSc/MPhil/other),84,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638801d0084370468c0da6e7,6272aedf6abac2a395291522,AWAITING REVIEW,2022-12-01T01:22:26.183000Z,2022-12-01T01:23:18.028000Z,,2022-12-01T01:23:18.407096Z,52,NOCODE,624,Doctorate degree (PhD/other),46,Male,White,United States,United States,United States,English,No,Part-Time
638801ef36bb526f20b33dc8,611dbfe946412da7f8c130f7,APPROVED,2022-12-01T01:22:57.787000Z,2022-12-01T01:23:24.826000Z,2022-12-01T01:23:25.275000,2022-12-01T01:23:25.218823Z,28,C109FFJY,745,Graduate degree (MA/MSc/MPhil/other),27,Female,White,United States,United States,United States,English,Yes,Part-Time
6388021c99b670c3a49fcd60,61507c30291069d83501fdad,APPROVED,2022-12-01T01:23:43.140000Z,2022-12-01T01:24:15.019000Z,2022-12-01T01:24:15.430000,2022-12-01T01:24:15.351986Z,32,C109FFJY,2448,Graduate degree (MA/MSc/MPhil/other),43,Male,White,United States,United States,United States,English,No,Full-Time
6388025981aa588b0ff26962,6081701e5a3654a0900703fe,APPROVED,2022-12-01T01:24:44.870000Z,2022-12-01T01:25:12.464000Z,2022-12-01T01:25:12.935000,2022-12-01T01:25:12.857998Z,28,C109FFJY,537,Graduate degree (MA/MSc/MPhil/other),37,Female,White,Canada,United States,United States,English,No,Part-Time
638802673e6b91ccc2264a72,5e27868c5cbbcc0b3599574b,APPROVED,2022-12-01T01:24:58.853000Z,2022-12-01T01:26:36.494000Z,2022-12-01T01:26:36.966000,2022-12-01T01:26:36.897126Z,98,C109FFJY,3889,Doctorate degree (PhD/other),31,Male,White,United States,United States,United States,English,No,Full-Time
638802a061b071aa5a4b6c63,5b2489070ec82d0001d1dbb2,APPROVED,2022-12-01T01:25:54.407000Z,2022-12-01T01:26:27.943000Z,2022-12-01T01:26:28.476000,2022-12-01T01:26:28.417344Z,34,C109FFJY,1503,Graduate degree (MA/MSc/MPhil/other),44,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638802abcd1d50c6c9beca62,636b228397b18fea42d5ba72,APPROVED,2022-12-01T01:34:03.112000Z,2022-12-01T01:34:43.587000Z,2022-12-01T01:34:44.094000,2022-12-01T01:34:44.009467Z,41,C109FFJY,84,Graduate degree (MA/MSc/MPhil/other),52,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
638802af7fa65ddef4528583,631b94723014b047b0f8e70a,AWAITING REVIEW,2022-12-01T01:26:10.575000Z,2022-12-01T01:28:01.632000Z,,2022-12-01T01:28:01.961414Z,112,NOCODE,488,Graduate degree (MA/MSc/MPhil/other),42,Male,White,United States,United States,United States,English,No,Full-Time
638802bba499b846674b6c69,5e3581ed0082f15283413024,APPROVED,2022-12-01T01:26:23.207000Z,2022-12-01T01:27:08.657000Z,2022-12-01T01:27:09.052000,2022-12-01T01:27:08.984487Z,46,C109FFJY,4023,Graduate degree (MA/MSc/MPhil/other),62,Male,White,Italy,United States,United States,Italian,No,Full-Time
638802d6e4b4951ca8b6bb02,61213f0d3b4fb00946c94410,AWAITING REVIEW,2022-12-01T01:26:51.008000Z,2022-12-01T01:27:44.272000Z,,2022-12-01T01:27:44.638783Z,54,NOCODE,484,Graduate degree (MA/MSc/MPhil/other),37,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638802dd60a4911db8affe82,615e01e53a44a0c3c04378c0,AWAITING REVIEW,2022-12-01T01:27:01.684000Z,2022-12-01T01:28:20.081000Z,,2022-12-01T01:28:20.451720Z,79,NOCODE,1460,Graduate degree (MA/MSc/MPhil/other),83,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63880359a840ef96019d96da,5e28e8819061a50beacc52c5,AWAITING REVIEW,2022-12-01T01:29:00.400000Z,2022-12-01T01:29:39.508000Z,,2022-12-01T01:29:39.863297Z,40,NOCODE,2755,Graduate degree (MA/MSc/MPhil/other),41,Female,White,United States,United States,United States,English,No,Full-Time
6388038c28701328240da6eb,5f17821d53d8590009cfc951,APPROVED,2022-12-01T01:29:50.948000Z,2022-12-01T01:30:50.731000Z,2022-12-01T01:30:51.243000,2022-12-01T01:30:51.177861Z,60,C109FFJY,2923,Graduate degree (MA/MSc/MPhil/other),35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638803dafc4d0ba52136c148,62f6f11275b18043d513d789,APPROVED,2022-12-01T01:31:11.430000Z,2022-12-01T01:32:13.709000Z,2022-12-01T01:32:14.108000,2022-12-01T01:32:14.047858Z,63,C109FFJY,396,Doctorate degree (PhD/other),69,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
63880405b34bbd63469f92d4,603e97018512c2f752512f0b,APPROVED,2022-12-01T01:31:52.772000Z,2022-12-01T01:32:14.352000Z,2022-12-01T01:32:14.766000,2022-12-01T01:32:14.694767Z,22,C109FFJY,2572,Graduate degree (MA/MSc/MPhil/other),44,Male,White,United States,United States,United States,English,No,Full-Time
638804091a66e842a8cfd03f,5b690c1840003400016fdb4b,APPROVED,2022-12-01T01:31:56.004000Z,2022-12-01T01:32:22.909000Z,2022-12-01T01:32:23.351000,2022-12-01T01:32:23.283075Z,27,C109FFJY,1410,Graduate degree (MA/MSc/MPhil/other),34,Female,White,United States,United States,United States,English,No,Full-Time
6388040d0019df9e04d3335a,5c1976c90d57c30001b4162c,APPROVED,2022-12-01T01:32:02.513000Z,2022-12-01T01:33:20.788000Z,2022-12-01T01:33:21.162000,2022-12-01T01:33:21.100172Z,79,C109FFJY,3400,Doctorate degree (PhD/other),71,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6388042baec6fd18c7d13a9f,5f6d434b44cd121bbb5179dc,APPROVED,2022-12-01T01:32:31.169000Z,2022-12-01T01:33:34.755000Z,2022-12-01T01:33:35.258000,2022-12-01T01:33:35.173561Z,64,C109FFJY,795,Graduate degree (MA/MSc/MPhil/other),37,Female,Mixed,United States,United States,United States,English,No,Part-Time
63880459659ba561e9ebaf05,633c7ca040cfef0504138a57,AWAITING REVIEW,2022-12-01T01:33:16.029000Z,2022-12-01T01:33:41.452000Z,,2022-12-01T01:33:41.820152Z,26,NOCODE,280,Graduate degree (MA/MSc/MPhil/other),41,Male,White,United States,United States,United States,English,No,Full-Time
638804723b4aa8d4dc528532,62a15df1dd6fa394ea04f063,APPROVED,2022-12-01T01:33:43.973000Z,2022-12-01T01:34:44.775000Z,2022-12-01T01:34:45.267000,2022-12-01T01:34:45.193124Z,61,C109FFJY,588,Graduate degree (MA/MSc/MPhil/other),43,Male,Asian,United States,United States,United States,English,No,DATA_EXPIRED
638804875da2cb7c03528541,5e059d2bb1fb05fd1f841142,AWAITING REVIEW,2022-12-01T01:34:05.818000Z,2022-12-01T01:35:15.714000Z,,2022-12-01T01:35:16.131801Z,70,NOCODE,2889,Doctorate degree (PhD/other),58,Male,White,United States,United States,United States,English,No,Full-Time
6388048a13dcb54de14b6c34,62730c9848db9da9ff3bf670,APPROVED,2022-12-01T01:34:04.864000Z,2022-12-01T01:34:40.032000Z,2022-12-01T01:34:40.538000,2022-12-01T01:34:40.475255Z,36,C109FFJY,924,Graduate degree (MA/MSc/MPhil/other),41,Male,White,Russian Federation,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6388048cc7bad525724b6c1b,629e61b75f541e7dfa66b1d6,APPROVED,2022-12-01T01:34:08.072000Z,2022-12-01T01:34:54.658000Z,2022-12-01T01:34:55.130000Z,2022-12-01T01:34:55.608453Z,47,C109FFJY,202,Graduate degree (MA/MSc/MPhil/other),64,Female,White,United States,United States,United States,English,No,Full-Time
6388049a2a20d87ac7f0cb32,5999a1096b939900012da1c7,APPROVED,2022-12-01T01:34:24.712000Z,2022-12-01T01:35:32.647000Z,2022-12-01T01:35:33.146000,2022-12-01T01:35:33.064412Z,68,C109FFJY,1950,Graduate degree (MA/MSc/MPhil/other),36,Female,Black,United States,United States,United States,English,No,Full-Time
638804e6be796776326d6939,636577d277247b6a9c0dc54c,APPROVED,2022-12-01T01:35:36.674000Z,2022-12-01T01:36:26.637000Z,2022-12-01T01:36:27.033000,2022-12-01T01:36:26.968933Z,50,C109FFJY,178,Graduate degree (MA/MSc/MPhil/other),39,Male,White,United States,United States,United States,English,No,Full-Time
638804fca2685514aebeca38,56bd7bf3d4e2180005a86846,AWAITING REVIEW,2022-12-01T01:36:00.668000Z,2022-12-01T01:37:01.192000Z,,2022-12-01T01:37:01.617422Z,61,NOCODE,393,Graduate degree (MA/MSc/MPhil/other),37,Female,Black,United States,United States,United States,English,No,Full-Time
6388052cd3e4e1a84f240c17,5ea68abb24064800099c0ad3,APPROVED,2022-12-01T01:37:01.851000Z,2022-12-01T01:37:46.410000Z,2022-12-01T01:37:46.901000,2022-12-01T01:37:46.829989Z,45,C109FFJY,229,Graduate degree (MA/MSc/MPhil/other),35,Male,Asian,United States,United States,United States,English,No,Full-Time
638805306aeaad2631ebaf0c,5c3764ce3acfeb000154ac66,APPROVED,2022-12-01T01:36:50.594000Z,2022-12-01T01:37:21.047000Z,2022-12-01T01:37:21.474000,2022-12-01T01:37:21.418130Z,31,C109FFJY,1375,Doctorate degree (PhD/other),33,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
638805655e54177e2feb1c9a,5cfafa8c2bcca70017252f6b,AWAITING REVIEW,2022-12-01T01:37:46.455000Z,2022-12-01T01:38:29.499000Z,,2022-12-01T01:38:29.817361Z,44,NOCODE,580,Graduate degree (MA/MSc/MPhil/other),57,Male,Mixed,United States,United States,United States,Spanish,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638805667de69d0bbcd332ef,5dcefcd0307b8d05031d7264,APPROVED,2022-12-01T01:37:44.219000Z,2022-12-01T01:38:50.947000Z,2022-12-01T01:38:51.437000,2022-12-01T01:38:51.355645Z,67,C109FFJY,4596,Graduate degree (MA/MSc/MPhil/other),31,Male,White,United States,United States,United States,English,No,Full-Time
6388058dbf921829cd52853e,633e64bfaab0e4bed6e5307d,APPROVED,2022-12-01T01:38:26.835000Z,2022-12-01T01:43:17.705000Z,2022-12-01T01:43:18.111000,2022-12-01T01:43:18.048706Z,291,C109FFJY,372,Graduate degree (MA/MSc/MPhil/other),44,Male,Black,United States,United States,United States,English,No,Full-Time
638805a3f46d172edecfd062,6317511c1dd0acb82cf4b131,APPROVED,2022-12-01T01:38:46.001000Z,2022-12-01T01:39:35.607000Z,2022-12-01T01:39:36.060000,2022-12-01T01:39:35.997240Z,50,C109FFJY,427,Graduate degree (MA/MSc/MPhil/other),DATA_EXPIRED,Female,White,DATA_EXPIRED,United States,United States,English,No,DATA_EXPIRED
638805b5bf921829cd528545,5e74f18520ab35040b41d526,AWAITING REVIEW,2022-12-01T01:39:03.606000Z,2022-12-01T01:39:56.743000Z,,2022-12-01T01:39:57.128928Z,54,NOCODE,3033,Graduate degree (MA/MSc/MPhil/other),57,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638805dfc158348b3808ce0e,6152305042a5020fd676cae3,APPROVED,2022-12-01T01:39:46.860000Z,2022-12-01T01:40:26.583000Z,2022-12-01T01:40:27,2022-12-01T01:40:26.927360Z,40,C109FFJY,1118,Doctorate degree (PhD/other),63,Male,White,United States,United States,United States,English,No,Full-Time
6388062891f11658acaa0377,5d1511f1e814b800016108a6,APPROVED,2022-12-01T01:41:01.326000Z,2022-12-01T01:41:53.555000Z,2022-12-01T01:41:54.008000,2022-12-01T01:41:53.944443Z,53,C109FFJY,3682,Graduate degree (MA/MSc/MPhil/other),66,Male,White,United States,United States,United States,English,No,Full-Time
6388062a42f8021a5a7c10e2,63779fe532ef5774fc9d4f60,APPROVED,2022-12-01T01:41:01.699000Z,2022-12-01T01:41:32.507000Z,2022-12-01T01:41:32.969000,2022-12-01T01:41:32.887209Z,31,C109FFJY,111,Graduate degree (MA/MSc/MPhil/other),49,Female,White,United States,United States,United States,English,No,Part-Time
6388064162eecb56016d69a3,5ee6b328e96056095324e6f5,AWAITING REVIEW,2022-12-01T01:41:24.029000Z,2022-12-01T01:42:11.479000Z,,2022-12-01T01:42:11.887619Z,48,NOCODE,785,Doctorate degree (PhD/other),37,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6388064913dcb54de14b6c4f,61089a35dbc0aaf020ab264d,AWAITING REVIEW,2022-12-01T01:41:33.071000Z,2022-12-01T01:42:23.833000Z,,2022-12-01T01:42:24.205105Z,51,NOCODE,2766,Graduate degree (MA/MSc/MPhil/other),47,Female,White,United States,United States,United States,English,No,Full-Time
6388064f9c1f25d838db626d,62e026ce2fa7b374d64081b5,AWAITING REVIEW,2022-12-01T01:41:39.245000Z,2022-12-01T01:42:12.914000Z,,2022-12-01T01:42:13.314061Z,34,NOCODE,631,Graduate degree (MA/MSc/MPhil/other),35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638806560f580dafd8ab8211,5bace423b95cc700014b5334,APPROVED,2022-12-01T01:41:44.178000Z,2022-12-01T01:42:24.325000Z,2022-12-01T01:42:24.711000,2022-12-01T01:42:24.650636Z,41,C109FFJY,1577,Graduate degree (MA/MSc/MPhil/other),36,Female,White,United States,United States,United States,English,No,Full-Time
6388065acdc686fcf7b6bb4a,62b36e13ea035314c9270646,APPROVED,2022-12-01T01:41:50.611000Z,2022-12-01T01:42:16.236000Z,2022-12-01T01:42:16.674000,2022-12-01T01:42:16.607772Z,26,C109FFJY,882,Doctorate degree (PhD/other),27,Male,Asian,United States,United States,United States,English,No,Full-Time
6388065d319a68d215b6d878,61255c5cd3dc2cfd8fbc101d,AWAITING REVIEW,2022-12-01T01:41:53.132000Z,2022-12-01T01:43:19.702000Z,,2022-12-01T01:43:20.080636Z,87,NOCODE,2571,Graduate degree (MA/MSc/MPhil/other),72,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
638806708b0ec71e12f0cb00,61539b3fa541b182c0fadde1,APPROVED,2022-12-01T01:42:12.802000Z,2022-12-01T01:43:00.316000Z,2022-12-01T01:43:00.693000,2022-12-01T01:43:00.630757Z,48,C109FFJY,2265,Doctorate degree (PhD/other),65,Female,White,Russian Federation,United States,United States,Russian,No,DATA_EXPIRED
