"","Participant.id","education","Age","Sex","Ethnicity.simplified","Student.status","Employment.status","treatment","response"
"572","61140514150f4cdab3ba1f21","low",28,"Female","Other","No","Unemployed (and job seeking)",FALSE,5
"573","61160189e88d439232bca89e","high",29,"Male","White","No","Full-Time",TRUE,-10
"574","611ac4b4f5d6b42715dba99e","low",40,"Male","White","No","Full-Time",TRUE,0
"575","611b38dea7f1754225fa39bf","low",22,"Female","White","Yes","Part-Time",TRUE,9
"576","611bef869f91f800ad3b193e","high",72,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-4
"577","611c23757abaf647e15742ef","low",34,"Female","White","No","Full-Time",TRUE,-10
"578","611dbfe946412da7f8c130f7","high",27,"Female","White","Yes","Part-Time",TRUE,7
"579","61210b5c3f465c51a7f4166a","high",37,"Female","White","No","Full-Time",FALSE,8
"580","61213f0d3b4fb00946c94410","high",37,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,-10
"581","6122c4c32f62073ea0b47fca","medium",29,"Female","Asian","No","Full-Time",TRUE,6
"582","6124232e0de36853de1edfa5","medium",20,"Female","White","Yes","Part-Time",FALSE,-2
"583","61255c5cd3dc2cfd8fbc101d","high",72,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,-2
"584","61269b5e6112ad701857d46d","low",43,"Female","White","No","Full-Time",FALSE,5
"585","6127017baee75f10aa174139","high",22,"Female","White","No","Full-Time",FALSE,5
"586","612bc011200c4fccee2d7b5b","low",33,"Female","White","No","Full-Time",TRUE,2
"587","612be52c615057eb7b5f243c","low",32,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-7
"588","612fd3208d3decaf3ec80bcc","low",47,"Female","White","No","Unemployed (and job seeking)",FALSE,0
"589","613b72a496d8d5b99cecb888","medium",31,"Female","White","No","Full-Time",FALSE,-10
"590","6143af8721d1445864c4f6c8","low",50,"Male","White","No","Unemployed (and job seeking)",FALSE,-10
"591","6144834d136ed7f27d2dbe60","high",49,"Female","White","No","Full-Time",FALSE,-8
"592","61452f580953ba50efed1036","medium",21,"Female","Black","Yes","Unemployed (and job seeking)",FALSE,8
"593","6149527a450140c071bd5c2e","high",47,"Male","White","No","Full-Time",TRUE,-4
"594","614af89a94339a92bf646754","low",41,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,0
"595","614becce61f2753af92727bb","medium",40,"Male","Other","No","Full-Time",TRUE,-7
"596","614dd661c1fb4b13a7e99d64","low",40,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,-4
"597","614dd9c7fe3afb375e947a27","high",29,"Female","Mixed","No","Full-Time",FALSE,3
"598","614e2b2bd900d5f91096ac12","high",37,"Male","White","No","Full-Time",TRUE,1
"599","614f23fabc0fcaa3cdfb9e05","medium",46,"Female","White","No","Part-Time",TRUE,-8
"600","614f3f044ab295ed97809caa","high",40,"Male","Asian","No","Full-Time",FALSE,-4
"601","614f4893a7f27d638ea5e58c","high",62,"Male","White","No","Part-Time",FALSE,0
"602","614f9f5543d1293c2b2a2c52","low",69,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,4
"603","614faec89136e6e4aebe7dfc","low",49,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,2
"604","614fd205da476bd7f354cc95","low",52,"Female","White","No","Full-Time",FALSE,-4
"605","614fe10cc5f880c122bacc6d","low",45,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-4
"606","615009a911243c691332e533","high",40,"Male","White","No","Full-Time",TRUE,-4
"607","61507c30291069d83501fdad","high",43,"Male","White","No","Full-Time",FALSE,-8
"608","6150b0f1ea43af10285ea4b9","medium",35,"Male","White","No","DATA_EXPIRED",FALSE,-8
"609","6150fb8383f88eae3e5c795a","low",36,"Male","White","No","Full-Time",TRUE,-10
"610","6151e70a336a52b8af712d41","high",67,"Male","White","No","Part-Time",FALSE,-2
"611","6152152ee63e3fcd81cc961f","medium",67,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-2
"612","6152305042a5020fd676cae3","high",63,"Male","White","No","Full-Time",TRUE,4
"613","61538c2962a04fad092a8b37","low",38,"Female","White","No","Full-Time",FALSE,-6
"614","61539b3fa541b182c0fadde1","high",65,"Female","White","No","DATA_EXPIRED",FALSE,4
"615","6154d20a40852bcd6ed5a3ec","medium",20,"Female","White","Yes","Part-Time",TRUE,0
"616","6154f629ea84ccf09ac10f39","low",23,"Female","White","No","Part-Time",FALSE,-3
"617","6155083c1e4cee887b92d482","low",36,"Female","White","Yes","Full-Time",FALSE,4
"618","615a1d9297d4e05d6df9da22","medium",29,"Male","Asian","No","Full-Time",FALSE,0
"619","615dbec57d764bf5ab0a56e5","high",38,"Female","White","No","Full-Time",FALSE,8
"620","615dd68523c38ecff40b29b4","medium",26,"Male","White","Yes","Part-Time",FALSE,-9
"621","615e01e53a44a0c3c04378c0","high",83,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,7
"622","61672728d4ad3f70cc6a0199","low",20,"Female","Asian","DATA_EXPIRED","Part-Time",FALSE,-6
"623","616a4698baaf63a781ba09c6","low",27,"Female","White","No","Unemployed (and job seeking)",TRUE,8
"624","616b8139551b94321313af3e","low",47,"Female","Mixed","DATA_EXPIRED","Other",FALSE,0
"625","616c4f1eacaf6dcc36160230","medium",53,"Male","White","Yes","Full-Time",FALSE,7
"626","6172db316212169efd33f55d","medium",20,"Female","White","Yes","Unemployed (and job seeking)",TRUE,7
"627","617372f2d708eb69eccac9bf","low",29,"Female","White","No","Part-Time",TRUE,-2
"628","61fa94015719bc09cb834e2e","high",49,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-1
"629","61fa945e5719bc09cb834f15","high",32,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,3
"630","61fa947a5719bc09cb834f5b","low",32,"Female","White","DATA_EXPIRED","Other",TRUE,-10
"631","62029b72ef1cb18a1337c839","high",34,"Female","White","No","Full-Time",TRUE,-7
"632","622a04c3557ea04c82c8f62f","high",63,"Female","White","No","Part-Time",FALSE,6
"633","622a426e8900cf2b495353e8","medium",53,"Female","Black","DATA_EXPIRED","DATA_EXPIRED",TRUE,2
"634","62444b95055492f573b21d42","medium",29,"Female","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,-4
"635","624472c412a175b605915572","low",21,"Female","White","DATA_EXPIRED","DATA_EXPIRED",TRUE,-2
"636","6266a849331cc893a5b22cf6","high",55,"Male","Black","No","Full-Time",TRUE,8
"637","6266a84a363636eab2c40c41","high",48,"Male","White","No","DATA_EXPIRED",FALSE,0
"638","6266a888ce0c626836c91bc6","medium",49,"Female","Black","No","Full-Time",FALSE,-10
"639","6266add746005ee1ac2e801b","low",48,"Female","White","No","Unemployed (and job seeking)",FALSE,-2
"640","6266d7c7bfe6d9d74ff4e76f","low",52,"Female","White","No","Full-Time",TRUE,-5
"641","626805a1a733f39a611c7064","high",51,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,-4
"642","6268a3f5379f921275a284f1","medium",57,"Female","White","No","Full-Time",FALSE,-8
"643","626f66da6044100d5c238a8c","high",28,"Male","Mixed","No","Full-Time",TRUE,2
"644","6272aedf6abac2a395291522","high",46,"Male","White","No","Part-Time",FALSE,0
"645","62730c9848db9da9ff3bf670","high",41,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,-2
"646","62732b93260c9b7704b85540","low",43,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,4
"647","62769797db0ff6f93df21cda","low",40,"Male","White","DATA_EXPIRED","DATA_EXPIRED",TRUE,10
"648","62769797db0ff6f93df21cda","low",40,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,10
"649","6277f959ae36650e8c621776","medium",50,"Female","White","No","DATA_EXPIRED",TRUE,0
"650","6278856ed61afb01f6e4d0ac","low",49,"Male","Mixed","No","DATA_EXPIRED",FALSE,4
"651","627920bf48e6cf4191a98f65","high",38,"Female","Asian","DATA_EXPIRED","DATA_EXPIRED",FALSE,-1
"652","6279c1daff96f85ae66373e0","medium",35,"Female","White","No","DATA_EXPIRED",TRUE,10
"653","6279d6e5d4f91de53dbf67a3","low",19,"Female","DATA_EXPIRED","Yes","DATA_EXPIRED",FALSE,-2
"654","627a861608f88b4d143e3738","high",25,"Female","White","No","Full-Time",TRUE,-7
"655","627a949111093bf6cf062f93","low",34,"Female","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,5
"656","62826879a2c588be4f4017b5","medium",24,"Female","Mixed","Yes","Part-Time",FALSE,-5
"657","62827896d034545333f4610c","medium",56,"Female","White","No","Part-Time",TRUE,0
"658","6282a9b9015ed5c3dbf566b3","medium",19,"Female","White","Yes","Full-Time",TRUE,0
"659","62838cdc775f6094ddf0664b","medium",35,"Male","White","No","Full-Time",TRUE,-10
"660","62852363a0fc88e63c6c1c16","high",38,"Male","White","No","Full-Time",TRUE,-6
"661","62853fe01fa0d21c4daacfcb","low",25,"Male","Black","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,10
"662","62865c743c2f320d48ab2912","medium",37,"Male","White","DATA_EXPIRED","DATA_EXPIRED",TRUE,-3
"663","62865cb9d41a9e2aaf141c84","low",31,"Male","White","No","Full-Time",FALSE,-8
"664","628680b0d4bdb53d2edbeae2","medium",56,"Female","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,5
"665","6286c4c0df22b592d4ae632a","high",27,"Male","White","No","Unemployed (and job seeking)",TRUE,-2
"666","6287748198aa98c765deff27","medium",47,"Female","White","No","Part-Time",TRUE,-8
"667","628778b9bd0dbcd8fa2eeb3a","high",64,"Male","White","No","Full-Time",TRUE,9
"668","628778b9bd0dbcd8fa2eeb3a","high",64,"Male","White","No","Full-Time",TRUE,9
"669","6287a504c4cb277cf781b6bb","medium",20,"Male","White","DATA_EXPIRED","DATA_EXPIRED",TRUE,-2
"670","628bbe2c0f8080e6985e8592","medium",27,"Male","Mixed","DATA_EXPIRED","DATA_EXPIRED",TRUE,-2
"671","628be3bb8e35fb76476d0fa4","medium",36,"Male","White","DATA_EXPIRED","DATA_EXPIRED",TRUE,-4
"672","628e3768a418a3b5d079e097","high",26,"Male","White","No","Full-Time",FALSE,-4
"673","628e96b9b7679f5464681a9a","high",32,"Male","White","No","Full-Time",TRUE,0
"674","628eada3a9c9e0776884f27d","high",30,"Male","Mixed","No","Full-Time",TRUE,8
"675","628f7e982aad1788d940317a","medium",68,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,-5
"676","628fa75dcf7f7273127b4614","medium",47,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,-2
"677","628fa8e2c2516fe9c6bfe0be","low",43,"Male","White","No","Full-Time",FALSE,-4
"678","628ff919d843cc2a752e489a","low",23,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-7
"679","6290f368eb43bba3bedc87a5","low",47,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,-8
"680","6290fcf17c10b137ca68d81d","low",35,"Female","White","No","DATA_EXPIRED",TRUE,-6
"681","6294584c8601739c2c920cf6","low",25,"Male","White","No","DATA_EXPIRED",FALSE,-4
"682","6294ea877522945ad8df1578","high",44,"Male","White","DATA_EXPIRED","DATA_EXPIRED",FALSE,-6
"683","62951620b89e0ab0b347cfa1","medium",23,"Female","White","DATA_EXPIRED","Full-Time",TRUE,-9
"684","629534afc0924e49e1464589","high",36,"Male","Asian","DATA_EXPIRED","DATA_EXPIRED",FALSE,2
"685","62957302ad8c1756b553a298","high",57,"Male","White","No","Part-Time",FALSE,-10
"686","629638416146d56a43e5e028","low",30,"Male","White","No","DATA_EXPIRED",TRUE,-2
"687","6297eab7d422605ef4cb421e","medium",43,"Male","White","No","Full-Time",TRUE,2
"688","629e61b75f541e7dfa66b1d6","high",64,"Female","White","No","Full-Time",TRUE,-6
"689","62a15df1dd6fa394ea04f063","high",43,"Male","Asian","No","DATA_EXPIRED",TRUE,-4
"690","62a2adb16716c2e0c8d3c07a","low",24,"Female","Mixed","No","Unemployed (and job seeking)",TRUE,4
"691","62a359b56170fed072330987","high",33,"Male","White","No","Full-Time",FALSE,0
"692","62a740d9c5f27d3efa9d9403","medium",26,"Male","White","No","Full-Time",TRUE,-10
"693","62a889993e01c9e01ee7066e","high",45,"Female","White","No","Part-Time",FALSE,2
"694","62aa4399fa1aadf5ab91fff8","high",50,"Male","White","No","Part-Time",TRUE,2
"695","62ac7c3ffaf95e2270e5af01","low",25,"Male","White","Yes","Unemployed (and job seeking)",FALSE,-10
"696","62acafc833450e1feb7ba05b","low",18,"Male","Asian","Yes","DATA_EXPIRED",TRUE,-10
"697","62b07fada18474adc21fa4b1","high",31,"Male","Mixed","No","Part-Time",TRUE,8
"698","62b07fada18474adc21fa4b1","high",31,"Male","Mixed","No","Part-Time",FALSE,8
"699","62b0e0655f1d85cae65b6d28","high",46,"Female","White","No","Full-Time",FALSE,2
"700","62b1124d6586a24a48ffe1d5","medium",66,"Female","White","No","Part-Time",FALSE,0
"701","62b17a23f40c54a776801476","medium",31,"Male","Asian","No","DATA_EXPIRED",FALSE,0
"702","62b36e13ea035314c9270646","high",27,"Male","Asian","No","Full-Time",FALSE,-3
"703","62b5beb2634df44537eb05c3","medium",64,"Female","White","No","Full-Time",FALSE,-1
"704","62b813d3ed6e57307ab08dda","low",28,"Female","Mixed","Yes","Part-Time",FALSE,-8
"705","62b8a08a9ff4c7c019c33208","high",58,"Female","White","No","Part-Time",FALSE,0
"706","62b9be2d34a053c8a3c0df16","medium",26,"Male","White","Yes","Full-Time",TRUE,-3
"707","62b9c226930a8720df173e61","low",27,"Male","Other","Yes","Full-Time",TRUE,0
"708","62ba3c827ac84619443dc63d","medium",32,"Male","White","No","DATA_EXPIRED",FALSE,10
"709","62bb6cbd5bb9e1cabb033579","medium",25,"Male","Mixed","No","Part-Time",TRUE,-4
"710","62bd1d1283b326cde10cf27a","high",60,"Male","White","No","Full-Time",TRUE,8
"711","62bdadf07a2fd70b3257e791","high",30,"Female","White","No","Part-Time",FALSE,-8
"712","62bddb63d7c84ff6e9c592f5","medium",24,"Female","White","No","DATA_EXPIRED",TRUE,-10
"713","62bf0c93b05a67830780e5a0","medium",24,"Female","White","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,0
"714","62c2e1dcee1194bef7151c26","high",35,"Male","White","No","Full-Time",TRUE,10
"715","62c2e1dcee1194bef7151c26","high",35,"Male","White","No","Full-Time",FALSE,10
"716","62c2fc300f0c38bf87d22d40","medium",33,"Female","White","No","Full-Time",FALSE,7
"717","62c345831d3aed7142af2c6f","high",53,"Male","White","No","Full-Time",TRUE,0
"718","62c37638a93211ca8441aadb","low",19,"Male","White","Yes","Unemployed (and job seeking)",TRUE,-10
"719","62c37638a93211ca8441aadb","low",19,"Male","White","Yes","Unemployed (and job seeking)",FALSE,-10
"720","62c788d0cd6dc75c2c3a8fc7","high",74,"Male","White","No","DATA_EXPIRED",FALSE,-2
"721","62c79dafb9222348d5e5a90c","high",32,"Male","Black","No","Full-Time",TRUE,8
"722","62c895e07624a00daae301bb","high",37,"Female","White","No","Full-Time",TRUE,0
"723","62c8c2d71e87b86722f0215b","high",33,"Female","Asian","No","Full-Time",FALSE,8
"724","62cca0e41baf4e7ea8c7c61f","low",20,"Male","White","No","Full-Time",TRUE,3
"725","62ce35b697d7d717edaeee58","low",41,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,-9
"726","62cf1b74abd9894b74d28a00","high",30,"Male","White","Yes","Part-Time",TRUE,-4
"727","62cf8b6eac8db5ea98343fbe","low",39,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,0
"728","62d133496cf7f774b8bf98a0","low",48,"Female","White","No","Full-Time",TRUE,-10
"729","62d1b156b6d61bf9a721174a","high",31,"Male","Asian","No","Full-Time",TRUE,-8
"730","62d6e24cf74647ef51a16300","medium",31,"Male","White","No","Full-Time",FALSE,-7
"731","62d9905bbaae7f1e0113c6e6","high",51,"Female","White","No","DATA_EXPIRED",TRUE,-4
"732","62da0d692b89efcaba51846d","medium",30,"Male","Mixed","No","Part-Time",FALSE,5
"733","62dc177e02f82aabb20aebc2","high",62,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,0
"734","62dc24fa35bc6caa02048e3e","medium",42,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,6
"735","62dc292b3a585ccfd11f9bc9","medium",18,"Male","White","Yes","Part-Time",TRUE,8
"736","62dc684ed7cae74b8b1fae8d","medium",29,"Male","White","No","Full-Time",FALSE,-4
"737","62dd47968d609bcb40a8f5ee","medium",54,"Female","White","No","DATA_EXPIRED",FALSE,-1
"738","62dee5f2ad4598079383a5aa","medium",64,"Female","White","DATA_EXPIRED","DATA_EXPIRED",TRUE,-3
"739","62dfdd3c61b792d28de9d0e3","high",29,"Male","White","No","Other",TRUE,4
"740","62e02537aeee3cf7f450869e","low",29,"Female","White","No","Other",FALSE,0
"741","62e026ce2fa7b374d64081b5","high",35,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-8
"742","62e029813affb61d4f49ed85","low",40,"Female","White","No","Full-Time",TRUE,10
"743","62e0538d0e9c0e4d57e852d2","high",36,"Female","Asian","No","Full-Time",TRUE,-9
"744","62e0dcc18007e8ba41769dd8","low",36,"Male","Mixed","No","Unemployed (and job seeking)",TRUE,-1
"745","62e1e3f92efe886934aebdc4","low",46,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,10
"746","62e33513e972718797c9aaeb","high",45,"Male","White","No","Full-Time",TRUE,-10
"747","62e5ed723490aa324bc05d84","high",84,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,8
"748","62e7a938dcfa4bc87aca18f4","low",29,"Male","White","No","Part-Time",TRUE,1
"749","62e84fc05d2ee856c53e341f","medium",31,"Male","White","No","Part-Time",FALSE,6
"750","62ecae2ce56ea262113d808d","medium",22,"Male","Asian","Yes","Unemployed (and job seeking)",TRUE,0
"751","62ed458d61ebd1930833e95a","high",58,"Male","White","No","Part-Time",TRUE,-2
"752","62edc8f42f42e3293098a296","medium",25,"Male","Asian","No","Full-Time",TRUE,5
"753","62edf139357d831e403f3f62","medium",21,"Male","Other","Yes","DATA_EXPIRED",FALSE,7
"754","62f15a6bb44b71fa2124f45a","low",64,"Male","White","No","Unemployed (and job seeking)",TRUE,4
"755","62f6f11275b18043d513d789","high",69,"Female","White","No","Unemployed (and job seeking)",TRUE,1
"756","62f708e4d875cdc4a05333c5","low",43,"Male","Black","No","Other",TRUE,4
"757","62f7cdb38b7eeb26308bae5b","medium",59,"Male","White","No","DATA_EXPIRED",FALSE,-2
"758","62f7f962dab1139e741e5207","high",32,"Male","White","No","Full-Time",FALSE,2
"759","62f975cbc3507ecf77180d00","low",19,"Male","White","Yes","Unemployed (and job seeking)",TRUE,-8
"760","62fa92c1ef01dd4045549acb","medium",26,"Male","Mixed","DATA_EXPIRED","Part-Time",FALSE,0
"761","62fb59166b94e6240417f7c7","low",57,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,-6
"762","62fba94eb9fa739bef4eae5f","high",29,"Male","Black","Yes","Full-Time",TRUE,8
"763","62fc0c968f0459f49919f943","medium",33,"Male","Asian","No","Full-Time",FALSE,8
"764","62fc1629677f0a315c0874b3","high",44,"Female","White","No","Full-Time",FALSE,-6
"765","62fc43ecd624bf1108703968","medium",NA,"Male","Asian","No","Full-Time",FALSE,-4
"766","62fcf3d9948e4a6a9623cce8","high",71,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,7
"767","62fd9f74979ab8ec8a02b9c7","medium",33,"Male","White","No","Full-Time",FALSE,-8
"768","62fdcda607c1d770ba1c6da8","high",37,"Male","White","No","Part-Time",FALSE,-8
"769","62fee4976ce0883ebbc86e20","medium",52,"Male","Black","No","Full-Time",TRUE,-9
"770","630051de1dfc7f3ba6bb40cc","medium",26,"Male","Asian","No","Full-Time",FALSE,-5
"771","630283a435b8cb240b6db679","low",29,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-6
"772","630345dd92f26599c777a5fc","low",39,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,-2
"773","630345dd92f26599c777a5fc","low",39,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-2
"774","6304f645ccf034d5620eb876","medium",20,"Female","Mixed","No","Part-Time",FALSE,-10
"775","6305235d094b81500c5e3371","medium",44,"Female","White","No","Part-Time",TRUE,-7
"776","6306f070d4f94e56cb544400","low",31,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,-6
"777","630981b0f861918e8174a43e","high",40,"Male","White","No","Full-Time",TRUE,10
"778","630bbdba33a8711f454d81d9","high",55,"Male","Black","No","Full-Time",TRUE,3
"779","630e0e5d10c418991ce50062","medium",21,"Male","White","Yes","Part-Time",FALSE,0
"780","630e9f15b8db9a4e94cb9f3f","low",24,"Male","Mixed","No","Unemployed (and job seeking)",TRUE,-2
"781","631002c1710095681a201cdf","low",32,"Male","White","Yes","DATA_EXPIRED",FALSE,5
"782","63101cafd1872c9ac5d04944","low",36,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,-5
"783","6310dbdfda69599720736665","high",32,"Female","White","No","Full-Time",TRUE,-1
"784","6310f7cc10a0cd8f6156091f","high",51,"Male","White","No","DATA_EXPIRED",TRUE,4
"785","63114fcf2fc8f4d507560901","low",36,"Female","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,0
"786","6312c7a256366f293e745218","high",22,"Male","White","No","Full-Time",FALSE,1
"787","6312f1a8321f5ec52a6a8a19","low",37,"Male","White","No","Full-Time",FALSE,-4
"788","6312f1a8321f5ec52a6a8a19","low",37,"Male","White","No","Full-Time",TRUE,-10
"789","6313f4ebb6eb359b0650a088","low",23,"Female","White","No","Unemployed (and job seeking)",TRUE,-2
"790","6314c1e76c3f71e2127f1976","low",41,"Male","White","No","Unemployed (and job seeking)",FALSE,0
"791","63156db7717be8c0c873866e","low",42,"Male","White","No","Unemployed (and job seeking)",TRUE,-9
"792","63161c28f7f6c1d0f60b054f","high",45,"Female","Other","No","Full-Time",TRUE,-10
"793","631699e51577c995252cf3fc","low",19,"Male","Black","Yes","Other",TRUE,-7
"794","6316b3bb5428889a3089cf98","medium",37,"Male","White","No","Full-Time",TRUE,-8
"795","6317511c1dd0acb82cf4b131","high",NA,"Female","White","No","DATA_EXPIRED",FALSE,-6
"796","631752de5476b145e0f6075c","low",25,"Male","White","Yes","Unemployed (and job seeking)",FALSE,0
"797","6317541b216a5c408fb54085","low",21,"Prefer not to say","White","Yes","Part-Time",FALSE,1
"798","63179ee78e1aa91bf9e14eec","high",36,"Male","White","No","Full-Time",FALSE,-8
"799","6317ff092d6b47344b7d1ec5","medium",35,"Male","Mixed","No","Full-Time",TRUE,4
"800","6318c3b2f781fbd55e9663af","high",37,"Male","White","DATA_EXPIRED","Full-Time",TRUE,8
"801","6318eba13108db1c1b9303bc","low",31,"Male","Other","DATA_EXPIRED","DATA_EXPIRED",FALSE,4
"802","6319a895e5c1391750cca937","low",29,"Male","White","No","Full-Time",FALSE,-2
"803","631a5e886ab21d522f83e58e","low",36,"Male","White","No","Full-Time",FALSE,-9
"804","631af95dee3b463a87406cd8","low",33,"Male","Mixed","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,5
"805","631b01bd0283ae15b2d25cd0","low",33,"Male","White","No","Unemployed (and job seeking)",TRUE,-5
"806","631b7e747ad94015bc372ca4","low",30,"Female","White","No","Unemployed (and job seeking)",FALSE,-10
"807","631b822619211df6b4180d50","low",38,"Female","Asian","No","Not in paid work (e.g. homemaker', 'retired or disabled)",TRUE,-10
"808","631b94723014b047b0f8e70a","high",42,"Male","White","No","Full-Time",TRUE,-4
"809","631cea44de65b777f0f8e70a","medium",32,"Male","Mixed","No","Unemployed (and job seeking)",FALSE,-6
"810","631cf52e293371776b9b0c28","low",26,"Male","White","No","DATA_EXPIRED",TRUE,-10
"811","631e8e47fd494b9c8ccc6f2f","high",39,"Male","White","No","Full-Time",FALSE,3
"812","631ffc3584141f143567f021","low",21,"Male","White","No","Other",FALSE,-7
"813","63235ec627c388d0a2fadfd6","high",24,"Male","Black","No","Unemployed (and job seeking)",FALSE,-6
"814","632376ed7030185ea2acda18","medium",22,"Male","Mixed","Yes","DATA_EXPIRED",TRUE,-2
"815","632376ed7030185ea2acda18","medium",22,"Male","Mixed","Yes","DATA_EXPIRED",TRUE,-1
"816","6323a90c380df6eb64255d6f","high",23,"Female","White","Yes","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,10
"817","6324f8ef8e2efea43c5d06e6","low",33,"Male","White","No","Unemployed (and job seeking)",FALSE,-4
"818","6325d8654a2844488ae84a06","medium",25,"Male","White","No","Full-Time",FALSE,-10
"819","6328817c90a7f703ded34c91","high",29,"Prefer not to say","White","No","Full-Time",TRUE,1
"820","632890876b6124c7a15d06f6","high",27,"Female","Asian","No","Full-Time",TRUE,-4
"821","632890876b6124c7a15d06f6","high",27,"Female","Asian","No","Full-Time",FALSE,-4
"822","6329bc8f80d4501faf9bbdc6","low",20,"Male","Mixed","Yes","Part-Time",TRUE,-4
"823","6329fef9d9d384640eb94cfa","high",42,"Female","White","No","DATA_EXPIRED",FALSE,-6
"824","632ab708d83cdfcafa433244","medium",51,"Male","Other","No","Full-Time",FALSE,-8
"825","632ae06f0cdff574a326da20","medium",30,"Male","White","No","Part-Time",FALSE,7
"826","632c0075227e9b734c80424d","low",37,"Male","White","No","Part-Time",TRUE,4
"827","632cafe32ff306f698e26991","low",26,"Male","Mixed","No","DATA_EXPIRED",TRUE,-5
"828","632d1fdfc6c7b7efd9838925","medium",32,"Male","White","No","Full-Time",TRUE,-6
"829","632e3ea66acddc3389acb302","medium",49,"Male","White","No","Not in paid work (e.g. homemaker', 'retired or disabled)",FALSE,0
"830","632e4a1fa11dcc4c6557d281","high",21,"Male","White","Yes","Full-Time",TRUE,-4
"831","6333103245619932bba4c8f6","high",42,"Male","White","No","Full-Time",FALSE,-1
"832","63336348c3ae085755192b6a","high",58,"Female","Black","No","DATA_EXPIRED",FALSE,-1
"833","633379e346d2716eae353597","medium",22,"Male","White","No","DATA_EXPIRED",TRUE,-10
"834","6333c1f5756acfabfde457ed","medium",34,"Male","Asian","No","Unemployed (and job seeking)",TRUE,-8
"835","6333c1f5756acfabfde457ed","medium",34,"Male","Asian","No","Unemployed (and job seeking)",FALSE,-8
"836","633471b7c7b5fa52a0a407a7","medium",23,"Male","Asian","No","Unemployed (and job seeking)",FALSE,-4
"837","6336ff9ce83133623e62b6f1","high",1038,"Male","White","No","Full-Time",TRUE,6
"838","63381a599eed0fc2ac37424b","medium",34,"Male","White","Yes","DATA_EXPIRED",FALSE,2
"839","63386e75b02c4d7013c1198b","medium",58,"Male","White","Yes","DATA_EXPIRED",FALSE,-8
"840","633872ba6dfc63a1faf7112d","high",64,"Female","Black","No","Unemployed (and job seeking)",FALSE,-8
"841","633b24012e9e5ee99690831b","high",39,"Male","White","No","DATA_EXPIRED",TRUE,7
"842","633b87cee034f7bf70e3faa5","high",27,"Male","White","No","Full-Time",TRUE,-4
"843","633c7ca040cfef0504138a57","high",41,"Male","White","No","Full-Time",FALSE,-8
